name,line
Triss," Anyone, everyone we could count on came here to Kaer Morhen."
Yennefer, Which is why we must seek the help of enemies. Magic is our best
Triss, You mean the Lodge?
Geralt, I don't want the Lodge anywhere near Ciri. Just don't trust those
Yennefer," What would you have us do instead? Fight alone, and die a beautiful"
Geralt," Don't trust the Lodge one bit, but doesn't seem like we have a"
Yennefer, Because we don't.
Geralt," Many of the Lodge's members are dead, the rest are in hiding."
Yennefer," Philippa Eilhart, Margarita Laux-Antille and Fringilla Vigo are"
Triss, And Francesca and Ida? Think they'd agree?
Yennefer, I think they'll take convincing. Would you rather speak to Keira
Triss, That would probably be best.
Yennefer," I've made an agreement with the emperor. In exchange for its help,"
Triss, Of course. Even got an idea where you could start.
Ciri, Dammit! Again you plan without even asking what I think! I've had enough
Geralt, You can't expose yourself.
Ciri, Am I a banner to be held aloft and kept from the enemy? That's how you
Geralt, You're right. Proved today you can take care of yourself.
h, Easier to pat someone on the back and hope things will work out
h, Zireael possesses a great power she cannot control. She is a danger
Ciri," First of all -- bollocks. Second -- if you're going to speak of courage,"
Geralt, Better go after her.
h," Wait, she needs time. We must let her resolve her grief on her"
Geralt, Ciri needs time.
h, True. But she also needs training.
h, She must learn to control her abilities.
Geralt, This training really necessary?
Yennefer, You saw what happened. She could be a greater threat than the Hunt.
Geralt, Fine. We'll stay here a while longer. Then join you and Triss in
Triss," Come on, Yen. The sooner we leave, the better."
Geralt, See you.
Ciri," Da-hah! It's not working, don't you see?!"
h, Discouraged after a mere eight attempts? Zireael...
Ciri, How many times must I try?
h, As many as it takes.
Ciri, But I'm not getting anywhere.
h, We shall return to this later.
Geralt," Didn't make it far first time out on the Gauntlet, either."
Ciri," Geralt, please. Not now. By comparison, the Gauntlet was a walk in the"
Geralt, What is?
Ciri, Avallac'h says nothing will come of this until I stop thinking about the
Geralt, What?
Ciri," Always manage to pull yourself together, focus, no matter what's"
Geralt," Hmm, don't know about vanilla pudding. Could work, but nothing picks"
Ciri, Suppose it can't kill me... Might as well try.
Geralt," Hmm, there's a certain ancient method. Vesemir taught it to me, and"
Ciri, Will you take me into the mountains and make me drink hemlock?
Geralt, The Skellige druids have used it for centuries. It always works...
Ciri, Heeeeeey! You'll regret that!
Ciri," Whew, that's strong."
Geralt, Maybe you oughta try a different method.
Ciri, We've tried at least twenty.
Geralt, Wouldn't let it worry you... Not like you need to excel at everything.
Ciri, Yeah... Pour me another.
Geralt, Hey! That's cheating!
Ciri, Wimp!
Geralt, We'll see about that!
Ciri, Haha! Come and get me!
Ciri, Hahaha!
Ciri, Ha-ha! Geralt of Rivia defeated! Need to work on those dodges.
Geralt, Sure I didn't let you win?
Ciri, Sure you're not smarting from a defeat by a true maestro? Heheh.
Ciri, You were right. That really works! Thanks.
Geralt, Glad to be of service. So what now?
Ciri, I'll go see where our dearest Sage is...
Ciri, Geralt! Geeeraaalt! Wake up!
Geralt, Wha...what? What's happening?
Ciri," Get up, we must go. I've saddled the horses."
Geralt," Ciri, it's the crack of dawn. Where do you wanna go?"
Ciri, To Velen. Bald Mountain. But a few days till the witches' sabbath. And
Geralt," Dunno, enlighten me."
Ciri, Imlerith. We'll have no better chance to get him.
Geralt," Don't know and don't really care, to tell you the truth. After this"
Ciri, Change of plans. Imlerith will be at the sabbath. We'll get him there.
Geralt, Where'd you get this idea? What's gotten into you?
Ciri, I must avenge Vesemir. The sabbath -- it's the perfect opportunity.
Geralt, Ciri... Sure you know what you're getting into?
Ciri, Yes. And I must do this.
Geralt, Why do I doubt Avallac'h's a fan of this idea?
Ciri," Do you see him here? I left him a letter, we'll rejoin him in Novigrad."
Geralt," How'd you learn all this? Imlerith, the sabbath..."
Ciri, Avallac'h. He told me of those who chase us. Claims knowledge itself
Ciri," Come, we shall talk on the way."
Geralt," Wait, something I gotta tell you before we go. You know the emperor"
Ciri, Yennefer...mentioned something.
Geralt, Wanted you to visit him.
Ciri, Why would you tell me now?
Geralt, Cause¹ this could be your last chance to see your...father.
Ciri, Think I should go?
Geralt, Probably just wants to talk.
Ciri, How can you be sure? What if he wants something more?
Geralt, Promised me he wouldn't force you to do anything.
Ciri, So I should go?
Geralt, He is your father...
Ciri, Vizima is on the way... I suppose we can drop in.
Geralt, Ahh. You don't look good in black.
Ciri, What do you mean?
Geralt," Think he wants to meet you because he missed you? As I see it, he's"
Ciri," Ugh. Might've expected it... Geralt, I'm fed up. I won't have others"
Geralt, Oughta decide for yourself.
Ciri, But I want your opinion -- should I go or not?
Geralt, Lead on.
Ciri, Ready?
Geralt, Let's go.
Mererid," Your Imperial Majesty, Geralt of Rivia and..."
Emhyr," Cirilla Fiona Elen Riannon, Queen of Cintra, Princess of Brugge and"
Emhyr, Get used to it. Before long every soul from Nilfgaard to the Dragon
Geralt, I always keep my word.
Emhyr, As do I.
Geralt, Ciri wanted to hear what you have to say.
Emhyr, And she will.
Emhyr, Your reward.
Geralt, Thanks.
Ciri, Geralt...
Chamberlain, Ten... Twenty... Thirty... Forty... Fifty... Sixty... Seventy...
Geralt, Didn't come to collect on a deal. You asked me to bring your daughter
Geralt, Ciri will hear you out. Then we leave.
Emhyr, Are you sure? Never again would you need to stalk monsters while wading
Geralt, I'm sure.
Emhyr," I understand. Honor prevents you from accepting coin. In that case, a"
Geralt, Thank you.
Emhyr, Now forgive me. I wish to speak to my daughter.
Mererid," Follow me, sir."
Morvran, White Wolf! Good to see you!
Geralt," Greetings, General."
Morvran," You had no trouble crossing the Pontar, I trust?"
Geralt, None.
Morvran, I take it you crossed via the ford at Ban Gleán. It's fortunate you
Geralt, Of course.
Morvran," While we're on the subject, how is our future ruler? Must admit I'm"
Geralt, You never know...
Geralt, Ciri hasn't agreed to that yet.
Morvran," Yes, of course, she's tactful, not one to celebrate an offer not yet"
Geralt, Indeed.
Geralt, Isn't it?
Morvran, Do you know any who would not like to be emperor of Nilfgaard?
Morvran, Can you imagine? I thought only the wine-addled minds of bards and
Ciri, Geralt! We're leaving!
Morvran," So nice to see you, my lady."
Ciri, Likewise. Time we were on our way.
Morvran, A shame you can't stay. I hope to continue this on another occasion.
Ciri, That makes one of us.
Geralt, Well?
Ciri," If he thinks he can buy me, he is sorely mistaken."
Geralt, He offer anything specific?
Ciri," Yes, very specific. And thoroughly absurd. Sorry. I don't want to talk"
Geralt, Won't pressure you. When you're ready. Let's go.
Ciri," By the way, that spectacle with the coin -- what was that?"
Geralt, Emperor's got lots. Couldn't see why he shouldn't share some with
Ciri, Is that what this was about -- from the start?
Geralt, No. It's always been about you. Only you.
Ciri, It sure seemed like it was about the coin in there.
Geralt," Ciri, I..."
Ciri," If it wasn't, you shouldn't have accepted it. Say no more. I'll be"
Ciri," The men at Crow's Perch, they spoke of this place. Aard Cerbin. Home of"
Geralt, Hanged himself after his wife died. Daughter's in Novigrad.
Geralt," He found his wife, took her away, somewhere far. Anna...she was"
Geralt, Ventured into the swamp to look for his wife. No idea if he ever
Ciri, A true shame.
Geralt, Let's get this done.
Ciri," We must reach the peak, we'll find Imlerith there."
Geralt, We stand to find Imlerith here? You sure?
Ciri, Avallac'h told me of beings who commune with the Aen Elle elves. They
Geralt, Took the order literally judging by all the ears hanging in the
Ciri," He craves the pleasures of the flesh -- wine, sex... The Crones indulge"
Geralt, You actually know this area?
Ciri, Centuries ago it was a hallowed site for druids. But then the Crones
Geralt, Seems to know it well.
Ciri, Avallac'h's a good tutor.
Ciri, The peasant folk of Velen call this night the Feast of Gifts. I've no
Geralt, Vanity?
Ciri," Any foe he faces, he strives to impress. The other one, Caranthir, is"
Guard, Should I shoot?
Man," Nay, the White One once served the Ladies."
Guard, But...he's an outsider!
Man, Let him approach.
Guard, But...
Man, They've come for the feast. Wouldn't do to cast them out.
Geralt, Didn't come to celebrate. We need to get to the top of the mountain.
Man," The gate is shut -- you'll not pass. But we've fires down thataway, with"
Geralt," We thank you for the invitation. Be glad to sit down, right?"
Ciri, Speak for yourself.
Man, Come with me.
Geralt," We won't join you at your fires, though we thank you for the"
Man," You wish to see the Ladies. I, too, hope to, afore I die. Go up the"
Geralt, Do just that. Farewell.
Geralt, We should be going.
Man, Eager to see the Ladies. I share your yearnin'.
Ciri," We're afire with yearning. Come, Geralt, we must get there before"
Man, Go to the tent and stand before Thecla. She's the one who decides who's
Geralt, This celebration -- what's it about?
Guard," Why d'ye need to know, wanderer?"
Man," No need for anger. The White One served the Ladies, as we do now. We"
Ciri," I met one of your gifts to the Crones -- sniveling, scared to death,"
Geralt, Stay calm.
Geralt, Your children -- why do the Ladies need them?
Man, We know not and never ask.
Ciri, You don't know? Then let me tell you.
Man," Tell us instead what a peasant, his own young 'uns starvin', is to do"
Geralt, Said the Ladies bestow blessings on you...
Man," Aye, for our lives turn thus -- first a summer of laborin' 'neath the"
Geralt, What do you do with the acorns?
Man," The Velen elders gather, hold council. Some favor grindin' 'em to"
Ciri, A handful of enchanted acorns is enough for all Velen?
Man, Tis¹ never enough.
Geralt, Heard enough about this. We've got other questions.
Geralt, Mentioned a gate. Said we wouldn't pass.
Man, Only the Chosen visit the Ladies. Every year young lads and lasses climb
Geralt, Let me guess -- the young lads and lasses don't return.
Man," No, they return, happy and radiant. But rare is the one who then stays"
Geralt, Ladies of the Wood visit you?
Man," If they favor us. My father told me they descended once, passed from"
Geralt," Haven't done it in a long time, then."
Ciri, No point waiting to see if we'll get lucky.
Geralt," Yeah, we gotta try to reach the peak."
Ciri, Look -- a child.
Geralt, No -- a godling. I know him. Name's Johnny.
Ciri, Look over there -- children.
Geralt, Both godlings. Ran into them before.
Geralt, They say ghosts are manifestations of inner fears. Hauntings are said
Johnny," Well I'll be, you're back! And I see you've found your lass! I'm"
Ciri, They call me Ciri. Nice to meet you.
Geralt," How're things, Johnny?"
Johnny," Health's good, so no complaints. What brings you here?"
Johnny, He the one who kicked you out of your house?
Sarah, Yes.
Johnny," Well, I must have a word with 'im."
Sarah, Don't hurt 'im!
Johnny, Who do you think you are? Kickin' Sarah outta her home! How could
Geralt," Wasn't her home, and besides--"
Sarah," Please, it worked out in the end. If I'd not left Novigrad, I'd never"
Johnny," Fine, I'll let you off this time. See you found your lass. So what"
Geralt, We gotta climb the mountain. Can you help?
Johnny," I'd rather try to dissuade you, but I'm certain that would be in"
Ciri, Even more so.
Johnny," Figured as much. Sigh¹. Path to the peak starts here, past the gate."
Geralt, We're heading up the mountain. Any advice?
Sarah, Yeah -- don't do it. Johnny says the Crones aren't to be fooled with.
Johnny," You've barely found your lass. Didn't find her just to lose her now,"
Ciri, We'll be fine.
Johnny," Do as you will. Path up the mountain starts t'other side of the gate,"
Geralt, Gotta get to the summit. Simple as that.
Johnny," It's Thecla you'll need to convince. She's blind as your bum, but"
Ciri, We shan't try to trick her.
